0;Mission type;Operator;COSPAR ID;SATCAT no.;Mission duration;Spacecraft;Manufacturer;Launch mass;Landing mass;Crew size;Members;Callsign;EVAs;EVA duration;Launch date;Rocket;Launch site;Recovered by;Landing date;Landing site;Referencesystem;Periselene;Aposelene;Epoch;Spacecraft component;Orbital insertion;Orbital departure;Orbits;Return launch;Sample mass;Surface EVAs;Distance covered;Docking date;Undocking date;Mass;Distance travelled;Orbits completed;Payload mass;Destroyed;Regime;Perigee;Apogee;Inclination;Period;Decay date;Names;Spacecraft type;Time docked;Contractor;Website;Dry mass;Dimensions;Power;Disposal;Deactivated;Semi-major axis;Eccentricity;RAAN;Argument of perigee;Mean anomaly;Mean motion;Revolution no.;Type;Diameter;Wavelengths;Instruments;DIRBE;FIRAS;DMR;Bus;Declared;Focal length;Collecting area;Resolution;ACIS;HRC;HETG;LETG;Deployment date;Entered service;Velocity;Focal ratio;NICMOS;ACS;WFC3;COS;STIS;FGS;Perihelion;Aphelion;IRAC;IRS;MIPS;Last contact;Recovery date;RPI;LENA;MENA;HENA;FUV;EUV;SA;LRS;CPC;Repeat interval;;AMR-2;DORIS;GPSP;LRA;CARMEN-3;LPT;Deployed from;Argument of perihelion;Bandwidth;ESA;TEAMS;HILT;LEICA;MAST;PET;Name;K band (23 GHz);Ka band (33 GHz);Q band (41 GHz);V band (61 GHz);W band (94 GHz);Impact site;Impact date;CRaTER;DLRE;LAMP;LEND;LOLA;LROC;Mini-RF;Harvard designation;Closest approach;Distance;Periareion;Apoareion;Band;RA;RAC;TEGA;MARDI;MET;SSI;MECA;OCAMS;OLA;OTES;OVIRS;REXIS;TAGSAM;CIDA;DFMI;SSC;DSE;NavCam;FC;VIR;GRaND;Atmospheric entry;NIMS;UVS;PPR;DDS;EPD;HIC;MAG;PLS;PWS;Perijove;Apojove;MWR;JIRAM;GRAV;JADE;JEDI;Waves;Pericytherion;Apocytherion;Perihermion;Apohermion;Argument of periapsis;Alice;LORRI;SWAP;PEPSSI;REX;Ralph;SDC;HMV;-;CPI;CRT;GTT;TRD;AMD;IPP;Longitude;Periapsis;Apoapsis;CDS;CELIAS;COSTEP;EIT;ERNE;GOLF;LASCO;MDI;SUMER;SWAN;UVCS;VIRGO;SECCHI;IMPACT;PLASTIC;S/WAVES;SWEAP;SPC;SPAN;WISPR;FIELDS;NIRCam;NIRSpec;MIRI;NIRISS;SI;G1;G2;BAT;XRT;UVOT;Slot;SEIS;HP3;RISE;TWINS;Altitude;PIMS;ICEMAG;MISE;EIS;REASON;E-THEMIS;MASPEX;Europa-UVS;SUDA;;;;
Landsat_4;Earth imaging;NASA / NOAA;1982-072A;13367;0;0;Fairchild Industries;1,941 kilograms (4,279lb);0;0;0;0;0;0;July 16, 1982(1982-07-16);Delta 3920;Vandenberg AFB SLC-2W;0;0;0;Geocentric;0;0;August 17, 1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;700 kilometers (430mi);704 kilometers (437mi);98.2degrees;98.81minutes;0;0;0;0;0;0;1,407 kilograms (3,102lb);0;0;0;June 15, 2001(2001-06-16);0;0;0;0;0;0;0;0;0;0;0;0;0;0;Multimission Modular Spacecraft;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 days;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Landsat_5;Earth imaging;NASA / NOAA;1984-021A;14780;0;0;Fairchild Industries;1,938 kilograms (4,273lb);0;0;0;0;0;0;1 March 1984(1984-03);Delta 3920;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;1 April 1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;694 kilometers (431mi);701 kilometers (436mi);98.2degrees;98.72minutes;0;0;0;0;0;0;1,407 kilograms (3,102lb);0;0;Placed in graveyard orbit;5 June 2013(2013-06-06);0;0;0;0;0;0;0;0;0;0;0;0;0;0;Multimission Modular Spacecraft;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 days;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Landsat_6;Earth imaging;NASA / NOAA;0;0;Failed to orbit;0;Martin Marietta;2,750 kilograms (6,060lb);0;0;0;0;0;0;October 5, 1993(1993-10-05);Titan II(23)G/Star-37XFP-ISS;Vandenberg AFB SLC-4W;0;0;0;Geocentric;0;0;Planned;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;705 kilometres (438mi);705 kilometres (438mi);98.3;98.9 minutes;0;0;0;0;0;0;0;0;1259 watts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Landsat_Data_Continuity_Mission;Earth imaging;NASA/ USGS;2013-008A;39084;0;Orbital Sciences (prime)Ball Aerospace (OLI)NASA GSFC (TIRS);2,623 kilograms (5,783lb);0;0;0;0;0;0;11 February 2013, 18:02(2013-02-11UTC18:02Z)UTC;Atlas V 401 AV-035;Vandenberg SLC-3E;0;0;0;Geocentric;0;0;28 May 2016, 04:43:16 UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;701.0 kilometers (435.6mi);703.0 kilometers (436.8mi);98.2248;98.8minutes;0;0;0;0;United Launch Alliance;landsat.usgs.gov/landsat8;1,512 kilograms (3,333lb);0;0;0;0;7,080.48 kilometers (4,399.61mi);0.000131;219.1493degrees;91.0178degrees;269.1170degrees;14.57127432;0;0;0;0;0;0;0;0;LEOStar-3;0;0;0;0;0;0;0;0;0;30 May 2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Van_Allen_Probes;Astrophysics;NASA;2012-046A/ 2012-046B;38752/ 38753;Planned: 2 years  Elapsed: 6years, 1month, 4days;0;Applied Physics Laboratory;~1500 kg for both;0;0;0;0;0;0;30 August 2012, 08:05(2012-08-30UTC08:05)UTC;Atlas V 401;Cape Canaveral SLC-41;0;0;0;Geocentric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Highly elliptical;618km (384mi);30,414km (18,898mi);10.2;537.1 minutes;0;Radiation Belt Storm Probes;0;0;United Launch Alliance;vanallenprobes.jhuapl.edu;0;0;0;0;0;21,887km (13,600mi);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Earth_Observing-1;Earth observation;NASA/ GSFC;2000-075A;26619;Planned: 1 year  Final: 16years, 4months, 8days;0;Swales Aerospace  Northrop Grumman;573kg (1,263lb);0;0;0;0;0;0;21 November 2000, 18:24:25(2000-11-21UTC18:24:25)UTC;Delta II 7320-10C, D282;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;21 November 2000, 08:24:00UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;690km (430mi);700km (430mi);98.21degrees;98.7minutes;2056 (estimated);0;0;0;0;eo1.gsfc.nasa.gov;0;0;0;Decommissioned;30 March 2017(2017-03-31);7,058km (4,386mi);0.00071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
NanoSail-D;Technology;NASA;0;0;Failed to orbit;0;0;4 kilograms (8.8lb);0;0;0;0;0;0;3 August 2008, 03:34(2008-08-03UTC03:34Z)UTC;Falcon 1;Omelek Island;0;0;0;Geocentric;0;0;Planned;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;330 kilometers (210mi);685 kilometers (426mi);9degrees;0;0;0;3U CubeSat;0;SpaceX;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
NanoSail-D2;Technology;NASA;2010-062L;37361;240 days;0;0;4 kilograms (8.8lb);0;0;0;0;0;0;20 November 2010, 01:25(2010-11-20UTC01:25Z)UTC;Minotaur IV/HAPS;Kodiak Pad 1;0;0;0;Geocentric;0;0;22 February 2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;615 kilometers (382mi);648 kilometers (403mi);71.97degrees;97.34minutes;17 September 2011;0;3U CubeSat;0;Orbital Sciences;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Commanded: 3 December 2010Occurred: 17 January 2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FASTSAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Orbiting_Carbon_Observatory;Climatology;NASA;0;0;Launch failurePlanned: 2 years;0;Orbital Sciences;530kg (1,170lb);0;0;0;0;0;0;24 February 2009, 09:55(2009-02-24UTC09:55)UTC;Taurus-XL 3110;Vandenberg LC-576E;0;0;0;Geocentric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150kg (330lb);0;Sun-synchronous;0;0;0;0;0;0;0;0;Orbital;0;0;786 W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LEOStar-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Far_Ultraviolet_Spectroscopic_Explorer;Ultraviolet astronomy;NASA/ JHUAPL;1999-035A;25791;Planned: 3 years  Final: 8years, 3months, 23days;0;Orbital Sciences/ JHUAPL;1,360kg (3,000lb);0;0;0;0;0;0;24 June 1999, 15:44(1999-06-24UTC15:44)UTC;Delta II 7320-10;Cape Canaveral AFS SLC-17A;0;0;0;Geocentric;0;0;18 April 2016, 11:52:03UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;742.5km (461.4mi);756.8km (470.3mi);24.9836;99.8 minutes;0;Explorer 77  MIDEX-0;0;0;0;http://fuse.pha.jhu.edu/;0;Average: 520 watts  Peak: 645 watts;Decommissioned;18 October 2007(2007-10-19);7,127.8km (4,429.0mi);0.0010062;129.8201;246.2689;113.6763;14.43 rev/day;0;0;0;90.5 to 119.5nm (far ultraviolet);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Kepler_(spacecraft);Space observatory;NASA/ LASP;2009-011A;34380;Planned: 3.5 years  Elapsed: 9years, 6months, 27days;0;Ball Aerospace & Technologies;1,052.4kg (2,320lb);0;0;0;0;0;0;March 7, 2009, 03:49:57(2009-03-07UTC03:49:57)UTC;Delta II (7925-10L);Cape Canaveral SLC-17B;0;0;0;Heliocentric;0;0;January 1, 2018 (J2000: 2458119.5);0;0;0;0;0;0;0;0;0;0;0;0;0;478kg (1,054lb);0;Earth-trailing;0;0;0.44747 degrees;372.57 days;0;0;0;0;United Launch Alliance;kepler.nasa.gov;1,040.7kg (2,294lb);1100watts;0;0;1.0133 AU;0.036116;0;0;311.67 degrees;0.96626 deg/day;0;Schmidt;0.95m (3.1ft);0;0;0;0;0;0;0;0.708m2 (7.62sqft);0;0;0;0;0;0;May 12, 2009, 09:01UTC;0;0;0;0;0;0;0;0;0.97671 AU;1.0499 AU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294.04 degrees;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
THEMIS;Magnetospheric research;NASA;2007-004 (A, B, C, D, E);30580, 30581, 30582, 30583, 30584;elapsed: 11years, 7months and 17days;0;Swales Aerospace;630 kilograms (1,390lb);0;0;0;0;0;0;17 February 2007, 23:01:00(2007-02-17UTC23:01Z)UTC;Delta II 7925-10C;Cape Canaveral SLC-17B;0;0;0;Geocentric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Highly Elliptical;470 kilometres (290mi);87,330 kilometres (54,260mi);16;1,870minutes;0;0;0;0;0;themis.ssl.berkeley.edu;77 kilograms (170lb) each;0;37.0 W each;0;0;0;0.863797307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Aeronomy_of_Ice_in_the_Mesosphere;Atmospheric research;NASA;2007-015A;31304;Elapsed: 11years, 5months, 4days;0;0;197 kilograms (434lb);0;0;0;0;0;0;25 April 2007, 20:26:03(2007-04-25UTC20:26:03Z)UTC;Pegasus-XL F38;Stargazer, Vandenberg Runway12/30;0;0;0;Geocentric;0;0;25 January 2015, 00:23:24UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;552 kilometers (343mi);559 kilometers (347mi);97.90degrees;95.63minutes;0;0;0;0;Orbital Sciences;aim.hamptonu.edu;0;0;0;0;0;6,926.82 kilometers (4,304.13mi);0.0005254;159.47degrees;213.55degrees;15.06degrees;15.06;42300;0;0;0;0;0;0;0;LEOStar-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Fast_Auroral_Snapshot_Explorer;Auroral plasma physics;NASA/ Goddard  Space Sciences Laboratory;1996-049A;24285;Planned: 1 year  Final: 12years, 8months, 9days;0;NASA/ Goddard;191.3kg (421.7lb);0;0;0;0;0;0;August 21, 1996, 09:47(1996-08-21UTC09:47)UTC;Pegasus XL;Stargazer  Vandenberg AFB, California, U.S.;0;0;0;Geocentric;0;0;September 5, 2015, 03:48:35UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;65.3kg (144.0lb);0;Low Earth;346.8km (215.5mi);3,497.8km (2,173.4mi);82.968;125.4333 min;0;Explorer-70, SMEX-2;0;0;Orbital Sciences;http://sprg.ssl.berkeley.edu/fast/;0;52 W;Decommissioned;May 1, 2009(2009-06);8,300.4km (5,157.6mi);0.1898;340.7268;109.059;272.4924;11.4802 rev/day;0;0;0;0;InstrumentsESA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Galaxy_Evolution_Explorer;Ultraviolet astronomy;NASA/ JPL  Caltech;2003-017A;27783;Planned: 29 months  Final: 10years, 2months;0;Orbital Sciences;277kg (611lb);0;0;0;0;0;0;April 28, 2003, 12:00(2003-04-28UTC12Z)UTC;Pegasus XL;Stargazer, Cape Canaveral;0;0;0;Geocentric;0;0;September 13, 2015 13:13:39UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;684.85km (425.55mi);689.98km (428.73mi);28.9986;98.5167 minutes;0;Explorer-83, SMEX-7;0;0;Orbital Sciences;http://www.galex.caltech.edu/;0;290 W;Decommissioned;June 28, 2013, 19:09(2013-06-28UTC19:10Z)UTC;7,065.55km (4,390.33mi);0.0003629;50.7756;189.3734;229.9485;14.6178 rev/day;66130;50cm (19.7in);0;0;0;0;0;0;0;0;0;0;0;0;0;0;May 28, 2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Nuclear_Spectroscopic_Telescope_Array;X-ray astronomy;NASA/ JPL;2012-031A;38358;Planned: 2 years  Elapsed: 6years, 3months, 20days;0;Orbital SciencesATK Space Components;350kg (772lb);0;0;0;0;0;0;13 June 2012, 16:00:37(2012-06-13UTC16:00:37)UTC;Pegasus XL;Stargazer  Kwajalein Atoll, Marshall Islands;0;0;0;Geocentric;0;0;3 November 2017, 01:54:22UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;171kg (377lb);0;Near-equatorial;596.6km (370.7mi);612.6km (380.7mi);6.027 degrees;96.8 minutes;0;SMEX-11, Explorer-93;0;0;Orbital Sciences;http://www.nustar.caltech.edu/;0;729-750 W;0;0;6,982.7km (4,338.8mi);0.0011491;0;0;0;0;0;Wolter type I;0;0;0;0;0;LEOStar-2;0;10.15m (33.3ft);9keV:847cm2 (131sqin)  78keV:60cm2 (9sqin);9.5arcsec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
Reuven_Ramaty_High_Energy_Solar_Spectroscopic_Imager;Solar observatory;NASA/ Goddard  Space Sciences Laboratory;2002-004A;27370;Planned: 2 years  Elapsed: 16years, 7months, 28days;0;Spectrum Astro;293kg (646lb);0;0;0;0;0;0;5 February 2002, 20:58(2002-02-05UTC20:58)UTC;Pegasus XL;Stargazer, Cape Canaveral;0;0;0;Geocentric;0;0;2 September 2015, 12:16:06UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;490.3km (304.7mi);505.3km (314.0mi);38.0367;94.5667 min;0;Explorer-81, SMEX-6;0;0;Orbital Sciences;http://hesperia.gsfc.nasa.gov/rhessi3/;0;414 W;0;0;6,875.9km (4,272.5mi);0.0011;59.1113;152.3223;207.8129;15.2265 rev/day;74636;Coded aperture mask;0;0;0;0;0;0;0;1.55m (5.1ft);150cm2 (0.16sqft);2 arcsec up to 100 keV  7 arcsec up to 400 keV  36 arcsec above 1 MeV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
