0;Mission type;Operator;COSPAR ID;SATCAT no.;Mission duration;Spacecraft;Manufacturer;Launch mass;Landing mass;Crew size;Members;Callsign;EVAs;EVA duration;Launch date;Rocket;Launch site;Recovered by;Landing date;Landing site;Referencesystem;Periselene;Aposelene;Epoch;Spacecraft component;Orbital insertion;Orbital departure;Orbits;Return launch;Sample mass;Surface EVAs;Distance covered;Docking date;Undocking date;Mass;Distance travelled;Orbits completed;Payload mass;Destroyed;Regime;Perigee;Apogee;Inclination;Period;Decay date;Names;Spacecraft type;Time docked;Contractor;Website;Dry mass;Dimensions;Power;Disposal;Deactivated;Semi-major axis;Eccentricity;RAAN;Argument of perigee;Mean anomaly;Mean motion;Revolution no.;Type;Diameter;Wavelengths;Instruments;DIRBE;FIRAS;DMR;Bus;Declared;Focal length;Collecting area;Resolution;ACIS;HRC;HETG;LETG;Deployment date;Entered service;Velocity;Focal ratio;NICMOS;ACS;WFC3;COS;STIS;FGS;Perihelion;Aphelion;IRAC;IRS;MIPS;Last contact;Recovery date;RPI;LENA;MENA;HENA;FUV;EUV;SA;LRS;CPC;Repeat interval;;AMR-2;DORIS;GPSP;LRA;CARMEN-3;LPT;Deployed from;Argument of perihelion;Bandwidth;ESA;TEAMS;HILT;LEICA;MAST;PET;Name;K band (23 GHz);Ka band (33 GHz);Q band (41 GHz);V band (61 GHz);W band (94 GHz);Impact site;Impact date;CRaTER;DLRE;LAMP;LEND;LOLA;LROC;Mini-RF;Harvard designation;Closest approach;Distance;Periareion;Apoareion;Band;RA;RAC;TEGA;MARDI;MET;SSI;MECA;OCAMS;OLA;OTES;OVIRS;REXIS;TAGSAM;CIDA;DFMI;SSC;DSE;NavCam;FC;VIR;GRaND;Atmospheric entry;NIMS;UVS;PPR;DDS;EPD;HIC;MAG;PLS;PWS;Perijove;Apojove;MWR;JIRAM;GRAV;JADE;JEDI;Waves;Pericytherion;Apocytherion;Perihermion;Apohermion;Argument of periapsis;Alice;LORRI;SWAP;PEPSSI;REX;Ralph;SDC;HMV;-;CPI;CRT;GTT;TRD;AMD;IPP;Longitude;Periapsis;Apoapsis;CDS;CELIAS;COSTEP;EIT;ERNE;GOLF;LASCO;MDI;SUMER;SWAN;UVCS;VIRGO;SECCHI;IMPACT;PLASTIC;S/WAVES;SWEAP;SPC;SPAN;WISPR;FIELDS;NIRCam;NIRSpec;MIRI;NIRISS;SI;G1;G2;BAT;XRT;UVOT;Slot;SEIS;HP3;RISE;TWINS;Altitude;PIMS;ICEMAG;MISE;EIS;REASON;E-THEMIS;MASPEX;Europa-UVS;SUDA;;;;
Gravity_Recovery_and_Climate_Experiment;Gravitational science;NASA/ DLR;2002-012A and 2002-012B;27391 and 27392;Planned: 5 years  Final: 15years, 7months, 9days;0;Astrium;487kg (1,074lb) each;0;0;0;0;0;0;17 March 2002, 09:21(2002-03-17UTC09:21)UTC;Rokot-KM #2;Plesetsk LC-133/3;0;0;0;Geocentric;0;0;17 March 2002, 04:21UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;483km (300mi);508km (316mi);89;94.5 minutes;GRACE-1: 10 March 2018,  06:09UTC    4554S 2024E / 45.9S 20.4E / -45.9; 20.4  GRACE-2: 24 December 2017,  00:16UTC    6354N 16054W / 63.9N 160.9W / 63.9;-160.9;GRACE-1 and GRACE-2  Tom and Jerry  ESSP-2A and ESSP-2B;0;0;Eurockot;www.csr.utexas.edu/grace;0;0;0;0;6,873.5km (4,271.0mi);0.00182;0;0;0;0;0;0;0;0;0;0;0;0;Flexbus;27 October 2017(2017-10-28);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NPOESS_Preparatory_Project;Meteorology;NASA/ NOAA/ DoD;2011-061A;37849;5 years;0;Ball Aerospace;2,128 kilograms (4,691lb);0;0;0;0;0;0;28 October 2011, 09:48:01.828(2011-10-28UTC09:48:01Z)UTC;Delta II 7920-10 D357;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;25 January 2015, 00:35:06UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;464 kilograms (1,023lb);0;Sun-synchronous;833.7 kilometers (518.0mi);834.3 kilometers (518.4mi);98.7degrees;101.44minutes;0;0;0;0;United Launch Alliance;0;1,400 kilograms (3,100lb);1.3 m x 1.3 m x 4.2 m;0;0;0;7,204.0 kilometers (4,476.4mi);0;0;0;0;0;0;0;0;0;0;0;0;0;BCP-2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Upper_Atmosphere_Research_Satellite;Earth observation;NASA;1991-063B;21701;14years, 3months;0;Martin Marietta;6,540 kilograms (14,420lb);0;0;0;0;0;0;12 September 1991, 23:11:04(1991-09-12UTC23:11:04Z)UTC;Space Shuttle Discovery STS-48;Kennedy LC-39A;0;0;0;Geocentric;0;0;14 September 1991, 20:00:00UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;574.0 kilometers (356.7mi);575.0 kilometers (357.3mi);56.9799995422;95.9minutes;24 September 2011;0;0;0;NASA;http://umpgal.gsfc.nasa.gov/;5,900 kilograms (13,000lb);0;1600.0watts;Decommissioned;15 December 2005(2005-12-16);6,953.0 kilometers (4,320.4mi);0.0003645;0;0;0;0;0;0;0;0;0;0;0;0;Multimission Modular Spacecraft;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Chandra_X-ray_Observatory;X-ray astronomy;NASA/ SAO/ CXC;1999-040B;25867;Planned: 5 years  Elapsed: 19years, 2months, 6days;0;TRW Inc.;5,860kg (12,930lb);0;0;0;0;0;0;July 23, 1999, 04:30:59.984(1999-07-23UTC04:30:59)UTC;Space Shuttle Columbia (STS-93);Kennedy LC-39B;0;0;0;Geocentric;0;0;September 4, 2015, 04:37:54UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Highly elliptical;14,307.9km (8,890.5mi);134,527.6km (83,591.6mi);76.7156;3809.3 min;0;Advanced X-ray Astrophysics Facility (AXAF);0;0;0;http://chandra.harvard.edu/;4,790kg (10,560lb);2,350 W;0;0;80,795.9km (50,204.2mi);0.743972;305.3107;267.2574;0.301;0.3780 rev/day;1358;Wolter type 1;1.2m (3.9ft);InstrumentsACIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Compton_Gamma_Ray_Observatory;Astronomy;NASA;1991-027B;21225;9years, 2months;0;TRW Inc.;17,000 kilograms (37,000lb);0;0;0;0;0;0;5 April 1991, 14:22:45(1991-04-05UTC14:22:45Z)UTC;Space Shuttle AtlantisSTS-37;Kennedy LC-39B;0;0;0;Geocentric;0;0;7 April 1991, 18:37:00UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;237 kilometres (147mi);768 kilometres (477mi);28.4610degrees;91.59minutes;4 June 2000, 23:29:55(2000-06-04UTC23:29:56)UTC;0;0;0;0;cossc.gsfc.nasa.gov;0;0;2000.0 Watts;0;0;0;0.006998;68.6827degrees;0;0;0;0;Scintillation detectors;0;0;0;0;0;0;0;Varied by instrument;Varied by instrument;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Hubble_Space_Telescope;Astronomy;1990-037B;20580;Elapsed: 28years, 5months, 10days;0;Lockheed (spacecraft) Perkin-Elmer (optics);11,110kg (24,490lb);0;0;0;0;0;0;April 24, 1990, 12:33:51(1990-04-24UTC12:33:51)UTC;Space Shuttle Discovery (STS-31);Kennedy LC-39B;0;0;0;Geocentric;0;0;August 15, 2018, 21:40:27UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;537.0km (333.7mi);540.9km (336.1mi);28.47;95.42 minutes;0;0;0;0;nasa.gov/hubble hubblesite.org spacetelescope.org;0;2,800 watts;0;0;6,917.1km (4,298.1mi);0.000283;80.34;64.9;23.78;15.09 rev/day;35441;2.4m (7.9ft);Near-infrared, visible light, ultraviolet;InstrumentsNICMOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spitzer_Space_Telescope;Infrared space telescope;NASA/ JPL/ Caltech;2003-038A;27871;Planned: 2.5 to 5+ years  Primary mission: 5years, 8months, 19days  Elapsed: 15years, 1month, 9days;0;Lockheed  Ball Aerospace;950kg (2,094lb);0;0;0;0;0;0;25 August 2003, 05:35:39(2003-08-25UTC05:35:39)UTC;Delta II 7920H;Cape Canaveral SLC-17B;0;0;0;Heliocentric;0;0;16 March 2017 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;851.5kg (1,877lb);0;Earth-trailing;0;0;1.13;373.2 days;0;Space Infrared Telescope Facility;0;0;0;http://www.spitzer.caltech.edu/;884kg (1,949lb);0;0;0;0;0;0.011;0;0;0;0;0;0.85m (2.8ft);InstrumentsIRAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
High_Energy_Astronomy_Observatory_1;orbiter;NASA;1977-075A;10217;0;0;TRW;0;0;0;0;0;0;0;12 August 1977;Atlas Centaur;CCAFS LC-36B;0;0;0;0;0;0;13 August 1977 00:00:00 UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;2,551.9kg (5,626lb);0;0;432km (268mi);432km (268mi);23;93.5min;14 March 1979;HEAO-1, HEAO-A;0;0;0;0;0;height:5.68m (18.6ft)  radius: 2.67m (8ft 9in);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Einstein_Observatory;Astronomy;NASA;1978-103A;11101;4 years;0;TRW;0;0;0;0;0;0;0;13 November 1978, 05:24(1978-11-13UTC05:24)UTC;Atlas SLV-3D Centaur-D1AR;Cape Canaveral LC-36B;0;0;0;Geocentric;0;0;13 November, 1978 05:24:00 UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;465 kilometres (289mi);476 kilometres (296mi);23.5;94.0 minutes;26 May 1982;0;0;0;0;Einstein Observatory at NASA.gov;3,130 kilograms (6,900lb);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 April 1981(1981-04-18);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
High_Energy_Astronomy_Observatory_3;Astronomy;NASA;1979-082A;11532;0;0;TRW;0;0;0;0;0;0;0;20 September 1979, 05:27:00(1979-09-20UTC05:27)UTC;Atlas SLV-3D Centaur-D1AR;Cape Canaveral LC-36B;0;0;0;Geocentric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;486.4 kilometres (302.2mi);504.9 kilometres (313.7mi);43.6;94.50 minutes;7 December 1981(1981-12-08);0;0;0;0;0;2,660.2 kilograms (5,865lb);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
IMAGE;Magnetospheric physics;NASA/ Goddard  Applied Physics Laboratory;2000-017A;26113;Planned: 2 years  Final: 5years, 8months, 22days;0;Lockheed Martin Missiles & Space  Southwest Research Institute;494kg (1,089lb);0;0;0;0;0;0;25 March 2000, 20:34:43.929(2000-03-25UTC20:34:43)UTC;Delta II 7326-9.5 #277;Vandenberg SLC-2W;Scott Tilley;0;0;Geocentric;0;0;25 March 2000, 16:30:34UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;210kg (463lb):17;0;Polar;1,000km (621mi);46,004km (28,586mi);90.01;856 minutes;0;Imager for Magnetopause-to-Aurora Global Exploration  Explorer 78;0;0;Boeing Launch Services;pluto.space.swri.edu/IMAGE/  image.gsfc.nasa.gov;0;286 watts (GaAs solar arrays, Super NiCd batteries);Contact lost;0;29,880km (18,567mi);0.75308;192.74;319.86;0;0;0;0;0;0;InstrumentsRPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAS;Infrared space observatory;NASA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERC;1983-004A;13777;Final: 9months, 26days;0;Ball Aerospace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jason-1;Oceanography;NASA/ CNES;2001-055A;26997;0;Thales Alenia Space;500 kilograms (1,100lb);0;0;0;0;0;0;December 7, 2001(2001-12-07) at 15:07:00 UTC;Delta II;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;10 April 2016 04:19:56 UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LEO;1,319 kilometers (820mi);1,332 kilometers (828mi);66;6754.0seconds;0;0;0;0;0;Ocean Surface Topography from Space;0;0;1000 W;Decommissioned;3 July 2013(2013-07-04);7,703.0 kilometers (4,786.4mi);0.0008685;284,2056degrees;264,9398degrees;207,3919degrees;0;0;0;0;0;0;0;0;0;Proteus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
OSTM/Jason-2;Earth orbiter;NASA, NOAA, CNES, EUMETSAT;2008-032A;33105;Design: 3 years  Elapsed: 10years, 3months and 9days;0;Thales Alenia Space;510 kilograms (1,120lb);0;0;0;0;0;0;June 20, 2008, 07:46:25(2008-06-20UTC07:46:25Z)UTC;Delta II 7320-10C D334;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;09 April 2016 21:16:10 UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LEO;1,332 kilometers (828mi);1,343 kilometers (835mi);66,03;6754.0seconds;0;0;0;0;ULA;Ocean Surface Topography from Space;0;0;0;0;0;7,715.0 kilometers (4,793.9mi);0.0007611;301,7746degrees;273,8057degrees;280,076degrees;0;0;0;0;0;0;0;0;0;Proteus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Jason-3;Earth observation;NASA, NOAA, CNES, EUMETSAT;2016-002A;41240;Planned: 5 years  Elapsed: 2years, 8months and 11days;0;Thales Alenia Space;553kg (1,219lb);0;0;0;0;0;0;January 17, 2016, 18:42:18(2016-01-17UTC18:42:18)UTC;Falcon 9 v1.1;Vandenberg SLC-4E;0;0;0;Geocentric;0;0;July 16, 2016, 19:55:51UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;1,331.7km (827.5mi);1,343.7km (834.9mi);66.04;112.42 minutes;0;0;0;SpaceX;http://www.nesdis.noaa.gov/jason-3/;525kg (1,157lb);0;550 watts;0;0;7,715.8km (4,794.4mi);0.0007824;98.69;268.03;91.98;12.81 rev/day;0;0;0;0;Instruments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsat_1;Earth imaging;NASA;1972-058A;6126;0;0;Hughes Aircraft Company;1,800 kilograms (4,000lb);0;0;0;0;0;0;July 23, 1972(1972-07-23);Delta 900;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;August 26, 1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;902 kilometers (560mi);917 kilometers (570mi);99.1degrees;117.04minutes;0;0;0;0;0;0;0;0;0;Decommissioned;January 6, 1978(1978-01-07);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Landsat_2;Earth imaging;NASA / NOAA;1975-004A;7615;0;0;General Electric;953 kilograms (2,101lb);0;0;0;0;0;0;January 22, 1975(1975-01-22);Delta 2910;Vandenberg AFB SLC-2W;0;0;0;Geocentric;0;0;28 May 2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;906.3 kilometers (563.1mi);919.0 kilometers (571.0mi);98.9degrees;103.18minutes;0;0;0;0;0;0;0;0;0;0;0;7,283.0 kilometers (4,525.4mi);0.0008709;192.8963;0;345.3381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Landsat_3;Earth imaging;NASA;1978-026A;10702;5 years, 6 months, 2 days;0;GE Aerospace;960.0 kilograms (2,116.4lb);0;0;0;0;0;0;March 5, 1978(1978-03-05);Delta 2910;Vandenberg AFB SLC-2W;0;0;0;Geocentric;0;0;May 15, 1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;818 kilometers (508mi);918 kilometers (570mi);99.1degrees;103.16minutes;0;0;0;0;0;0;0;0;0;0;September 7, 1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Nimbus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
